E,count
5e-07,858.0
5.454955327126429e-07,855.0
5.951307524189014e-07,872.0
6.492823336488494e-07,861.0
7.083612249493756e-07,805.0
7.7281576751348e-07,855.0
8.431350975769916e-07,844.0
9.198528584029764e-07,846.0
1.003551250023558e-06,825.0
1.0948654474720813e-06,859.0
1.1944884210348986e-06,822.0
1.3031761951030342e-06,803.0
1.4217535855323297e-06,880.0
1.5511204590521366e-06,770.0
1.6922585622242527e-06,846.0
1.8462389717761e-06,817.0
2.014230222847696e-06,797.0
2.197507176836419e-06,841.0
2.397460696136482e-06,903.0
2.6156081991931885e-06,827.0
2.85360517597289e-06,809.0
3.1132577512377804e-06,791.0
3.3965363909664363e-06,750.0
3.7055908559362277e-06,783.0
4.042766515948071e-06,792.0
4.410622148499857e-06,792.0
4.8119493569802335e-06,826.0
5.249793755744384e-06,824.0
5.727478082842591e-06,731.0
6.248627415800413e-06,812.0
6.817196681809744e-06,806.0
7.437500671101352e-06,839.0
8.114246781266143e-06,806.0
8.852570741017265e-06,858.0
9.65807558449514e-06,822.0
1.0536874171886315e-05,794.0
1.1495635579038429e-05,843.0
1.254163570811596e-05,805.0
1.368281250337327e-05,803.0
1.4927826191069629e-05,794.0
1.6286125000678543e-05,791.0
1.7768016866139707e-05,785.0
1.938474765128425e-05,823.0
2.1148586493074912e-05,810.0
2.307291891031861e-05,793.0
2.5172348384439782e-05,812.0
2.746280718319643e-05,823.0
2.996167726836467e-05,886.0
3.268792220494181e-05,872.0
3.566223107290833e-05,781.0
3.890717547367508e-05,800.0
4.244738082271333e-05,791.0
4.6309713228284965e-05,787.0
5.0523483374466075e-05,870.0
5.512066895570546e-05,887.0
6.0136157350939714e-05,858.0
6.560801037888436e-05,857.0
7.157775314369226e-05,856.0
7.80906891629851e-05,828.0
8.519624416972012e-05,910.0
9.294834119695576e-05,889.0
0.00010140580979197987,876.0
0.00011063283246526601,873.0
0.00012069943176229786,921.0
0.00013168200165457607,912.0
0.00014366388728246038,894.0
0.0001567360174494298,955.0
0.00017099759466766964,1006.0
0.00018655684799164229,987.0
0.00020353185435278515,1012.0
0.0002220514346283294,1027.0
0.0002422561312443746,1118.0
0.00026429927473210844,1078.0
0.00028834814733111336,1139.0
0.000314585252470179,1103.0
0.0003432096997595235,1145.0
0.00037443871600493546,1174.0
0.00040850929371070104,1176.0
0.00044567998958156924,1178.0
0.0004862328866723266,1239.0
0.0005304757350754545,1293.0
0.0005787442873922324,1340.0
0.0006314048467108502,1390.0
0.0006888570464277605,1417.0
0.0007515368830079389,1529.0
0.0008199200246992298,1579.0
0.0008945254213101404,1639.0
0.0009759192424451539,1642.0
0.0010647191740842774,1680.0
0.0011615991061129376,1715.0
0.001267294246375215,1782.0
0.0013826067000602307,1734.0
0.0015084115567628514,1918.0
0.0016456635314125191,1670.0
0.0017954042094672847,1791.0
0.001958769951355758,1926.0
0.002137000516152656,1941.0
0.0023314484699317726,2028.0
0.00254358945019502,2063.0
0.002775033364272785,2159.0
0.0030275366066786847,2224.0
0.0033030153881344363,2474.0
0.0036035602774169033,2586.0
0.0039314520663833105,2664.0
0.004289179078571974,2829.0
0.00467945605273109,2897.0
0.0051052447445799,3196.0
0.005569776403146067,3261.0
0.006076576292248957,3529.0
0.006629490443218724,3826.0
0.0072327148418739615,4063.0
0.007890827271253353,4313.0
0.008608822051751596,4594.0
0.00939214794229719,4950.0
0.010246749490198718,5192.0
0.01117911214345793,5548.0
0.012196311467899918,5951.0
0.013306066842622765,6456.0
0.014516800041253112,6652.0
0.015837699143572567,7406.0
0.01727878826253141,7666.0
0.018851003615797068,8305.0
0.020566276519134404,8834.0
0.022437623931441487,9633.0
0.024479247238575242,10662.0
0.026706640025622244,11198.0
0.0291367056554832,12029.0
0.03178788554605864,12552.0
0.03468029911951156,13324.0
0.037835896485663524,14208.0
0.04127862501821497,15204.0
0.045034611087913214,16011.0
0.04913235833181593,16965.0
0.05360296396328479,17938.0
0.05848035476425728,18767.0
0.06380154455070589,19520.0
0.06960691506515346,20648.0
0.07594052242789932,21089.0
0.0828504314725667,22497.0
0.09038908050320038,23160.0
0.09861367924099852,23924.0
0.10758664298064438,24794.0
0.11737606625098332,25931.0
0.12805623957458925,26799.0
0.13970821324783708,27341.0
0.15242041241992083,28356.0
0.1662893081385709,29410.0
0.18142014945493354,29975.0
0.19792776214345253,30426.0
0.21593742009812833,30944.0
0.23558579601804458,31517.0
0.2570219985967911,30679.0
0.2804087040868494,30381.0
0.30592339082623565,30016.0
0.3337596860960316,28216.0
0.3641288355299186,27314.0
0.3972613062268554,26360.0
0.4334085357326778,25179.0
0.4728448401634072,24867.0
0.5158694959507257,24144.0
0.5628090110076875,23919.0
0.6140196025502298,23413.0
0.6698899003782859,22668.0
0.7308438961313448,21020.0
0.7973441608999046,20146.0
0.8698953556108174,19133.0
0.9490480608263557,18309.0
1.0354029550207475,17773.0
1.129615373042577,16847.0
1.232400279356503,16000.0
1.3445376938055713,15638.0
1.4668786110694,15038.0
1.6003514587401686,14323.0
1.7459691430258506,13648.0
1.9048367355494462,13067.0
2.078159859578314,12756.0
2.267253839325412,12331.0
2.4735536817552015,11584.0
2.698624966644752,10908.0
2.9441757275430347,10737.0
3.2120694137914483,10093.0
3.504339031972306,9969.0
3.8232025741028814,10727.0
4.171079849657207,6735.0
4.550610849151457,5089.0
4.964675778651625,4620.0
5.416416917242247,4025.0
5.909262463329662,3448.0
6.446952550745691,3048.0
7.033567632084306,2406.0
7.673559444668479,2065.0
8.37178479414313,1669.0
9.13354241207344,1323.0
9.964613167255038,999.0
10.871303935894408,683.0
11.86049546358357,418.0
12.93969458228681,236.0
14.117091178606916,95.0
15.401620345654266,31.0
16.803030190181108,13.0
18.33195580955897,0.0
