E,count
5e-07,0.0
5.454955327126429e-07,0.0
5.951307524189014e-07,0.0
6.492823336488494e-07,0.0
7.083612249493756e-07,0.0
7.7281576751348e-07,0.0
8.431350975769916e-07,0.0
9.198528584029764e-07,0.0
1.003551250023558e-06,0.0
1.0948654474720813e-06,0.0
1.1944884210348986e-06,0.0
1.3031761951030342e-06,0.0
1.4217535855323297e-06,0.0
1.5511204590521366e-06,0.0
1.6922585622242527e-06,0.0
1.8462389717761e-06,0.0
2.014230222847696e-06,0.0
2.197507176836419e-06,0.0
2.397460696136482e-06,0.0
2.6156081991931885e-06,0.0
2.85360517597289e-06,0.0
3.1132577512377804e-06,0.0
3.3965363909664363e-06,0.0
3.7055908559362277e-06,0.0
4.042766515948071e-06,0.0
4.410622148499857e-06,0.0
4.811949356980233e-06,0.0
5.249793755744384e-06,0.0
5.727478082842591e-06,0.0
6.248627415800413e-06,0.0
6.817196681809744e-06,0.0
7.437500671101352e-06,0.0
8.114246781266143e-06,0.0
8.852570741017265e-06,0.0
9.65807558449514e-06,0.0
1.0536874171886315e-05,0.0
1.1495635579038429e-05,0.0
1.254163570811596e-05,0.0
1.368281250337327e-05,0.0
1.4927826191069629e-05,0.0
1.6286125000678543e-05,0.0
1.7768016866139707e-05,0.0
1.938474765128425e-05,0.0
2.1148586493074912e-05,0.0
2.307291891031861e-05,0.0
2.5172348384439782e-05,0.0
2.746280718319643e-05,0.0
2.996167726836467e-05,0.0
3.268792220494181e-05,0.0
3.566223107290833e-05,0.0
3.890717547367508e-05,0.0
4.244738082271333e-05,0.0
4.6309713228284965e-05,0.0
5.0523483374466075e-05,0.0
5.512066895570546e-05,0.0
6.0136157350939714e-05,0.0
6.560801037888436e-05,0.0
7.157775314369226e-05,0.0
7.80906891629851e-05,0.0
8.519624416972012e-05,0.0
9.294834119695576e-05,0.0
0.00010140580979197987,0.0
0.00011063283246526601,0.0
0.00012069943176229786,0.0
0.00013168200165457607,0.0
0.00014366388728246038,1.0
0.0001567360174494298,2.0
0.00017099759466766964,0.0
0.00018655684799164229,0.0
0.00020353185435278515,0.0
0.0002220514346283294,0.0
0.0002422561312443746,0.0
0.00026429927473210844,1.0
0.00028834814733111336,0.0
0.00031458525247017897,0.0
0.0003432096997595235,1.0
0.00037443871600493546,0.0
0.00040850929371070104,0.0
0.00044567998958156924,0.0
0.0004862328866723266,0.0
0.0005304757350754545,1.0
0.0005787442873922324,0.0
0.0006314048467108502,3.0
0.0006888570464277605,1.0
0.0007515368830079389,1.0
0.0008199200246992298,0.0
0.0008945254213101404,2.0
0.0009759192424451538,1.0
0.0010647191740842774,3.0
0.0011615991061129376,1.0
0.001267294246375215,22.0
0.0013826067000602305,0.0
0.0015084115567628512,0.0
0.0016456635314125191,0.0
0.0017954042094672845,0.0
0.001958769951355758,0.0
0.002137000516152656,0.0
0.0023314484699317726,1.0
0.00254358945019502,2.0
0.002775033364272785,1.0
0.0030275366066786847,1.0
0.0033030153881344363,2.0
0.0036035602774169033,1.0
0.0039314520663833105,1.0
0.004289179078571974,3.0
0.00467945605273109,3.0
0.0051052447445799,3.0
0.005569776403146067,3.0
0.006076576292248957,3.0
0.006629490443218724,6.0
0.0072327148418739615,4.0
0.007890827271253353,1.0
0.008608822051751596,3.0
0.00939214794229719,4.0
0.010246749490198718,147.0
0.01117911214345793,2.0
0.012196311467899918,63.0
0.013306066842622765,6.0
0.014516800041253112,5.0
0.015837699143572567,5.0
0.01727878826253141,4.0
0.018851003615797068,7.0
0.020566276519134404,8.0
0.022437623931441487,11.0
0.02447924723857524,7.0
0.026706640025622244,7.0
0.0291367056554832,10.0
0.03178788554605864,17.0
0.03468029911951156,13.0
0.037835896485663524,17.0
0.041278625018214964,18.0
0.045034611087913214,25.0
0.04913235833181593,12.0
0.05360296396328479,18.0
0.05848035476425728,26.0
0.06380154455070589,141.0
0.06960691506515346,25.0
0.07594052242789932,34.0
0.0828504314725667,38.0
0.09038908050320038,33.0
0.09861367924099852,42.0
0.10758664298064438,37.0
0.11737606625098332,53.0
0.12805623957458925,55.0
0.13970821324783708,67.0
0.15242041241992083,77.0
0.1662893081385709,89.0
0.18142014945493354,100.0
0.19792776214345253,98.0
0.21593742009812833,115.0
0.23558579601804458,102.0
0.2570219985967911,99.0
0.2804087040868494,112.0
0.30592339082623565,129.0
0.3337596860960316,143.0
0.3641288355299186,160.0
0.3972613062268554,155.0
0.4334085357326778,129.0
0.4728448401634072,132.0
0.5158694959507257,135.0
0.5628090110076875,357.0
0.6140196025502298,163.0
0.6698899003782859,146.0
0.7308438961313448,127.0
0.7973441608999046,200.0
0.8698953556108174,127.0
0.9490480608263557,105.0
1.0354029550207475,167.0
1.129615373042577,135.0
1.232400279356503,140.0
1.3445376938055713,132.0
1.4668786110694,119.0
1.6003514587401686,130.0
1.7459691430258506,117.0
1.9048367355494462,152.0
2.078159859578314,126.0
2.267253839325412,94.0
2.4735536817552015,71.0
2.6986249666447515,60.0
2.9441757275430347,62.0
3.2120694137914483,57.0
3.504339031972306,55.0
3.8232025741028814,58.0
4.171079849657207,59.0
4.550610849151457,57.0
4.964675778651625,46.0
5.4164169172422465,54.0
5.909262463329662,48.0
6.446952550745691,38.0
7.033567632084306,19.0
7.673559444668479,18.0
8.37178479414313,6.0
9.13354241207344,6.0
9.964613167255038,0.0
10.871303935894408,0.0
11.86049546358357,0.0
12.93969458228681,0.0
14.117091178606916,0.0
15.401620345654266,0.0
16.803030190181108,0.0
18.33195580955897,0.0
